뉴스 식별자,본문
02100201.20200720102905001,"[머니투데이 유효송 , 김하늬 기자] [[the300]]

 김태년 더불어민주당 원내대표/사진=뉴스1

김태년 더불어민주당 원내대표가 20일 코로나19(COVID-19) 이후의 성공과 실패가 정치개혁에 달렸다며 '국회 개혁'을 촉구했다. 

김 원내대표는 이날 오전 국회에서 열린 교섭단체 대표 연설에서 이같이 말하며 민주당이 당론으로 발의한 '일하는 국.."
01100201.20200720102803001,"에코프로는 2020년 2분기까지 (연결 기준) 매출액 3877억원, 영업이익 315억원을 기록했다고 7월 20일 발표했다. 
 
분기별 실적의 경우 2020년 2분기 매출액은 2094억원으로 동년 1분기 매출액 1783억원 대비 311억원(17.4%) 증가했다. 2020년 2분기 영업이익은 208억원으로 동년 1분기 영업이익 107억원 대비 101억원 .."
02100851.20200720102113001,"이재갑 고용부장관은 20일 ""고용 사회안전망을 구축해 고용형태의 다양화와 경제 산업구조 재편 시 발생할 수 있는 고용불안을 완화할 것""이라며 ""나아가 혁신을?토대인 사람중심 투자를 통해 미래형 인재를 양성해 디지털 그린 일자리로의 인력 재배치를 지원할 것""이라고 강조했다. 
 
이 장관은 이날 정부세종청사에서 열린 '한국판 뉴딜 안전망 강화 분야' 합동.."
02100201.20200720101314001,"[머니투데이 유효송 기자] [[the300]]

 김태년 더불어민주당 원내대표/사진=뉴시스

1. 시대의 대전환이 시작됐습니다.


존경하는 국민 여러분!
박병석 국회의장님과 선배 동료의원 여러분!
정세균 국무총리님과 국무위원 여러분!
더불어민주당 원내대표 김태년입니다.

코로나19 감염병이 시작된 후로 세계가 격변과 충격에 휩싸였습니다. 국경과 지역 .."
01500151.20200720101241001,"진주혁신도시에 있는 한국저작권위원회(위원장 임원선, 이하 위원회)는 인터넷법원이 온라인 저작권 분쟁의 효과적 대안으로 떠오르자 중국 인터넷법원 소송 이용방법 안내서인 '중국에서 저작권 분쟁 해결을 위한 인터넷법원 활용 핸드북'을 발간했다. 

중국의 인터넷법원은 소송 전 과정이 온라인을 통해 진행되는 신속하고 간편한 사법 시스템으로, 최근.."
01100501.20200720101006005,"매주 월요일, 총 20회로 이어질 ‘21세기 과학의 최전선, 궁극의 질문들’은 과학적 진보에도 불구하고 여전히 풀리지 않는 존재와 세계에 대한 궁극의 답을 찾으려는 시도다. 과학적 이해에 관한 한 인류는 어느 때보다 가장 멀리 왔다고 자부하지만 아직 최종 해답, 그 근처에도 이르지 못했다. 우리는 여전히 지구의 첫 생명이 언제, 어떻게 탄생했는지 모르고.."
01100201.20200720100956002,"인공지능(AI) 산 학 연 협력체 ‘AI One Team’이 여름 휴가철을 맞아 AI와 ‘DT(Digital Transformation)’에 대한 이해를 도울 책 9권을 20일 추천했다. 지난 2월 출범한 AI One Team은 AI 역량강화를 위한 인재양성 플랫폼 조성, 산업현장에서의 AI 적용사례를 발굴하고 확산시키기 위한 협력체로 한양대, KAIS.."
02100801.20200720100753001,"[아시아경제 전진영 기자] 김태년 더불어민주당 원내대표가 20일 국회 교섭단체 대표연설을 갖고 부동산 투기 근절을 위한 후속대책 마련에 나서겠다고 강조했다. '일하는 국회법' 등과 관련해서는 야당의 협조를 당부하기도 했다. 다음은 연설 전문. 
 
“대전환의 시대, 위기를 기회로 바꿉시다” 
 
1. 시대의 대전환이 시작됐습니다. 
 
존경하는 국민 여.."
01100201.20200720100648001,"위세아이텍은 (주)엘지씨엔에스와 16억원 규모의 계약을 체결했다고 20일에 공시했다. 
 
이번 계약은 신한생명보험주식회사_신한한생명오렌지라이프IT통합_데이타전환이고 계약기간은 2020년 07월 20일부터 2022년 04월 30일까지이다. 
 
계약규모는 16억원으로 최근 매출액인 197억원 대비 8.24% 수준이다. 
 
한편, 위세아이텍의 10시 0.."
02100311.20200720100338001,"KT가 사물인터넷(IoT) 기술을 적용해 똑똑해진 스마트 가구를 내놓았다. 
 
KT는 프리미엄 가구 공간 전문 브랜드 ‘체리쉬’와 손잡고 KT AI 스피커 기가지니로 음성제어가 가능한 ‘모션베드’와 ‘모션커튼’ IoT 가구 2종을 20일 선보였다고 밝혔다. 이번에 출시한 모션베드와 모션커튼은 KT 인공지능 스피커 ‘기가지니’와 연동해 음성만으로 제어할.."
01100201.20200720100230001,"20일 오전 10시 코스피(2,199.51p, -1.68p, -0.08%)는 외국인 매도가 늘면서 하락세로 시작했다. 투자자별 동향을 살펴보면 기관은 454억원 순매도했으며, 외국인도 1,017억원 순매도했다. 개인은 1,647억원 순매수하고 있다. 
 
 
 
업종별로는 의약품(+2.04%)과 운수장비(+1.82%) 등이 강세를 보이고 있는 반면 서비.."
01100201.20200720100230002,"20일 오전 10시 코스닥(781.64p, -1.58p, -0.20%)은 외국인 매도가 늘면서 하락세로 시작했다. 투자자별 동향을 살펴보면 기관은 105억원 순매도했으며, 외국인도 766억원 순매도했다. 개인은 892억원 순매수하고 있다. 
 
 
 
업종별로는 정보기기(+2.05%)와 통신장비(+1.50%) 등이 강세를 보이고 있는 반면 디지털컨텐츠(.."
01100801.20200720100026001,"KT가 프리미엄 가구, 공간 전문 브랜드 ‘체리쉬’와 손잡고 KT AI 스피커 기가지니로 음성제어가 가능한 ‘모션베드’와 ‘모션커튼’ IoT 가구 2종을 20일 선보였다고 밝혔다. 
 
이번에 출시한 모션베드와 모션커튼은 KT 인공지능 스피커 ‘기가지니’와 연동해 음성만으로 제어할 수 있다. 음성으로 기상, 수면, 침대 무중력, 지정 자세 기억, 코골이.."
02100101.20200720095139001,"삼성전자서비스가 2020 한국산업의 서비스 품질지수(KSQI) 조사에서 가전 AS 10년, 휴대전화 AS 9년 연속 1위에 선정됐다고 20일 밝혔다. 
KSQI는 서비스 품질 수준을 평가하는 지표로 전문 평가단이 직접 서비스를 체험하고 평가를 실시한다. 삼성전자서비스는 KSQI 조사가 시행된 이래 단 한번도 1위 자리를 놓치지 않았다.
이는 변화하는 고.."
02100311.20200720094638001,"서울 동작구는 주민들에게 보다 안전하고 편리한 생활을 제공하기 위해 ‘동작형 스마트도시 조성 종합계획’을 수립했다고 20일 밝혔다. 
 
구는 지난 14일 스마트도시 계획수립 최종보고회를 개최해 2024년까지 ‘스마트한 삶을 누리는 혁신적인 미래도시 동작’이라는 비전 아래 ‘생활중심 포용도시’ ‘혁신기반 창조도시’ ‘지속가능 미래도시’ ‘주민체감 실증도.."
07100501.20200720094309001,"삼성전자서비스가 한국능률협회컨설팅(KMAC)이 주관하는 '2020 한국산업의 서비스 품질지수(KSQI)' 조사에서 가전 애프터서비스(AS) 10년, 휴대폰 AS 부문 9년 연속 1위에 선정됐다.

KSQI(Korean Service Quality Index)는 서비스 품질 수준을 평가하는 지표다. 전문 평가단이 직접 서비스를 체험하고 평가를 실시한다.
.."
02100101.20200720093537002,"4차 산업혁명 시대를 맞아 제조업 패러다임이 급격히 바뀌고 있다. 지금이야말로 제조 후발국으로 출발해 ‘따라잡기’에 성공한 한국에 제조업 선도국으로 도약할 절호의 기회다. 중소기업 생산성 악화로 극도로 취약해진 제조업 생태계 경쟁력을 높이는 중요한 기회가 될 전망이다. 
2014년부터 시작된 스마트공장 사업을 통해 정부는 지난해까지 모두 1만2660개 .."
01100801.20200720093030001,"국내 연구진이 인공지능(AI)을 이용해 소리를 듣고 어떠한 상황인지 음향 인식 기술력을 겨루는 국제대회에서 세계 1위를 달성했다. 이로써 기계가 사람과 같이 청각을 인식하는 길에 한 걸음 더 나아가고 음향 기술과 다양한 산업 분야의 융합이 가속화될 전망이다. 
 
한국전자통신연구원(ETRI)은 지난 3일 세계적인 인공지능 기반 음향 이벤트 및 장면 인식.."
02100851.20200720092438001,"[사진=KT 제공] 
 
여름 휴가철을 맞아 AI One Team이 AI DT(Digital Transformation)에 대한 이해를 도울 추천도서 9권을 20일 소개했다. 
 
AI One Team은 지난 2월 출범한 AI 산 학 연 협력체다. 대한민국 AI 역량강화를 위한 인재양성 플랫폼을 조성하고 실제 산업현장에서의 AI 적용사례를 발굴해 확산시.."
02100801.20200720091717001,"[아시아경제 구채은 기자] KT가 참여하는 '인공지능(AI) 원 팀'이 여름 휴가철을 맞아 AI 관련 분야 책 9권을 소개했다. AI 관련, 산업 학계 연구 협력체인 'AI 원 팀'은 현재 한양대, KAIST, ETRI, 현대중공업그룹, LG전자, LG유플러스, 한국투자증권, 그리고 KT가 협업하고 있다. 
 
20일 AI 원 팀 사무국은 “이번 추천도.."
07101201.20200720091048001,"KT가 프리미엄 가구, 공간 전문 브랜드 '체리쉬'와 손잡고 KT AI 스피커 기가지니로 음성제어가 가능한 '모션베드'와 '모션커튼' IoT(사물인터넷) 가구 2종을 20일 선보였다.



이번에 출시한 모션베드와 모션커튼은 KT 인공지능 스피커 '기가지니'와 연동해 음성만으로 제어할 수 있다. 음성으로 기상, 수면, 침대 무중력, 지정 자세 기억, 코.."
02100311.20200720090941001,"국내 연구진이 인공지능(AI)을 이용해 소리를 듣고 어떠한 상황인지 음향 인식 기술력을 겨루는 국제대회에서 세계 1위를 달성했다. 기계가 사람과 같이 청각을 인식하는 길에 한 걸음 더 나아가고 음향 기술과 다양한 산업 분야의 융합이 가속화될 전망이다. 
 
한국전자통신연구원(ETRI)은 지난 3일 세계적인 인공지능 기반 음향 이벤트 및 장면 인식 기술 .."
02100801.20200720085805002,"[아시아경제 구채은 기자] KT가 ‘체리쉬’와 손잡고 KT AI 스피커 기가지니로 음성제어가 가능한 ‘모션베드’와 ‘모션커튼’ 사물인터넷(IoT) 가구 2종을 20일 선보였다고 밝혔다. 
 
이번에 출시한 모션베드와 모션커튼은 KT 인공지능 스피커 ‘기가지니’와 연동해 음성만으로 제어할 수 있다. 음성으로 기상, 수면, 침대 무중력, 지정 자세 기억, .."
02100101.20200720083105001,"인공지능 매매신호를 제공하는 ‘라씨매매비서’가 높은 수익률을 달성했다. 디케이티가 +88.5%, 아비코전자가 +45.4%, 한국콜마홀딩스가 +33.8%의 수익을 기록했다. 
 
 
 
‘라씨매매비서’는 약 120억개의 데이터를 학습하여 전종목 연평균 수익률 18.5%, 1회 최고 수익률 357.2%를 기록한 인공지능 매매신호 서비스이다. 
실시간 매수 .."
01500801.20200720080551001,올해도 어김없이 대구 지역 시립 도서관은 초등학생 학부모 대상 여름방학 특별 프로그램을 운영한다. 달라진 것이 있다면 예년과 달리 비대면 프로그램이 많아졌다는 것이다. 일부 대면으로 진행하는 프로그램은 방역수칙을 준수한 상태에서 이뤄질 예정이다. 참가 신청은 각 도서관 홈페이지에서 할 수 있다. 초등학생과 학부모가 참여할 수 있는 대구 시립도서관의 여름..
08100101.20200720074819001,"[앵커]

 새로 나온 책 소개해드리는 시간입니다.

 중복장애인으로는 최초로 하버드 로스쿨을 졸업한 미국의 장애인 인권 변호사 하벤 길마의 이야기가 국내 독자들을 찾아왔습니다.

 천만 관객 영화 '부산행'의 연상호 감독과 화제의 만화 '송곳'의 최규석 작가가 의기투합한 새 만화 작품도 선보입니다.

 김석 기자가 전합니다.

 [리포트]

 2015.."
01400201.20200720072518001,'청무피사'라는 말이 유행이다. '아파트 청약은 무슨! 그냥 피(프리미엄)주고 사!'라는 말이다. 지난달 SK바이오팜 공모주는 323대 1의 높은 청약경쟁률을 보였다. 791만 3500원을 증거금으로 넣어야 겨우 1주를 받을 수 있었다. 공모주 청약이란 아파트를 청약하듯이 기업이 한국거래소에 신규 상장하는 주식을 청약하는 것이다. 공모주 청약은 경쟁률이..
08100101.20200720071730001,"[앵커]

 새로 나온 책 소개해드리는 시간입니다.

 중복장애인으로는 최초로 하버드 로스쿨을 졸업한 미국의 장애인 인권 변호사 하벤 길마의 이야기가 국내 독자들을 찾아왔습니다.

 천만 관객 영화 '부산행'의 연상호 감독과 화제의 만화 '송곳'의 최규석 작가가 의기투합한 새 만화 작품도 선보입니다.

 김석 기자가 전합니다.

 [리포트]

 2015.."
01500151.20200720065442001,"교육부가 지난 16일 경남을 비롯해 충북, 광주ㆍ전남 지역혁신 플랫폼을 '지자체-대학 협력기반 지역혁신 사업' 지원 대상으로 최종 선정했다. 이 사업은 지역 대학이 지자체와 협력관계를 형성, 인재를 육성하고 청년 지역 정주를 높이는 데 핵심 역할을 하도록 지원한다. 스마트 제조 중심의 '경남도 지역혁신 플랫폼'에는 도내 17.."
